"STATION","DATE","ACMH","ACSH","ADPT","ASLP","ASTP","AWBT","AWND","DAEV","DASF","DAWM","EVAP","FMTM","MDEV","MDSF","MDWM","PGTM","PRCP","PSUN","RHAV","RHMN","RHMX","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","2022-01-18",,,"14","29.88","29.65","27","9.17",,,,,,,,,,"0.00",,"   47","   35","   59","0.0","0.0",,"36","29",,,,"  300","  310",,,,,,"19.9","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-19",,,"22","30.04","29.89","34","6.71",,,,,,,,,,"0.00",,"   49","   36","   61","0.0","0.0",,"49","28",,,,"  240","  200",,,,,,"15.0","27.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-20",,,"22","30.15","29.97","30","6.71",,,,,,,,,,"0.30",,"   63","   40","   92","0.0","0.0",,"46","22",,,,"   10","   10",,,,,,"18.1","27.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-21",,,"0","30.51","30.36","14","7.83",,,,,,,,,,"0.00",,"   43","   37","   49","0.0","0.0",,"22","14",,,,"   20","   10",,,,,,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-22",,,"5","30.31","30.16","18","5.59",,,,,,,,,,"0.00",,"   48","   37","   60","0.0","0.0",,"29","13",,,,"  250","   30",,,,,,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-23",,,"12","29.89","29.72","25","5.37",,,,,,,,,,"0.02",,"   49","   34","   85","0.2","0.0",,"37","24",,,,"  240","  230",,,,,,"14.1","21.9",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-24",,,"20","29.86","29.72","28","4.25",,,,,,,,,,"0.00",,"   64","   52","   82","0.0","0.0",,"36","26",,,,"  210","  210",,,,,,"15.0","19.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-25",,,"22","29.96","29.81","31","5.82",,,,,,,,,,"0.00",,"   56","   43","   67","0.0","0.0",,"42","28",,,,"  280","  270",,,,,,"13.0","19.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-26",,,"1","30.33","30.18","18","6.26",,,,,,,,,,"0.00",,"   38","   27","   54","0.0","0.0",,"28","20",,,,"  300","  300",,,,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-27",,,"7","30.37","30.21","21","5.37",,,,,,,,,,"0.00",,"   45","   38","   54","0.0","0.0",,"32","17",,,,"  230","  240",,,,,,"15.0","19.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-28",,,"22","30.09","29.96","28","4.70",,,,,,,,,,"0.13",,"   72","   43","   92","1.2","0.0",,"32","29",,,,"   40","   30",,,,,,"19.9","27.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-29",,,"8","29.72","29.57","16","12.53",,,,,,,,,,"0.77",,"   67","   37","   92","7.3","5.9",,"29","12",,,,"  350","  350",,,,,,"23.0","32.0",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-01-30",,,"1","30.00","29.81","15","6.93",,,,,,,,,,"0.00",,"   47","   38","   56","0.0","7.1",,"26","12",,,,"  300","  290",,,,,,"17.0","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-01-31",,,"7","30.34","30.16","21","3.80",,,,,,,,,,"0.00",,"   44","   37","   60","0.0","5.9",,"31","21",,,,"   60","   40",,,,,,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-01",,,"17","30.52","30.37","26","5.14",,,,,,,,,,"0.00",,"   58","   45","   73","0.0","5.9",,"36","23",,,,"   50","   50",,,,,,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-02",,,"34","30.41","30.26","37","2.91",,,,,,,,,,"0.00",,"   81","   66","   96","0.0","3.9",,"47","32",,,,"  140","  140",,,,,,"8.1","12.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-03",,,"44","30.19","30.07","45","3.80",,,,,,,,,,"0.42",,"   93","   86","   97","0.0","2.0",,"52","42",,,,"  230","  230",,,,,,"13.0","18.1",,,"    1","    1",,,,,,,,,,,,,,,,,
"USW00094728","2022-02-04",,,"35","29.91","29.75","37","6.71",,,,,,,,,,"0.72",,"   89","   80","   93","0.0","0.0",,"57","26",,,,"  340","  350",,,,,,"14.1","25.1",,,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00094728","2022-02-05",,,"11","30.27","30.06","20","8.72",,,,,,,,,,"0.00",,"   58","   46","   84","0.0","0.0",,"27","19",,,,"  300","  300",,,,,,"19.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-06",,,"10","30.57","30.41","20","4.70",,,,,,,,,,"0.00",,"   56","   36","   75","0.0","0.0",,"30","17",,,,"   50","  130",,,,,,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-07",,,"31","30.24","30.09","33","3.58",,,,,,,,,,"0.15",,"   89","   72","   97","0.0","0.0",,"37","30",,,,"   70","   60",,,,,,"13.0","18.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-02-08",,,"27","29.94","29.78","33","6.71",,,,,,,,,,"0.07",,"   67","   49","   97","0.0","0.0",,"45","32",,,,"  270","  300",,,,,,"16.1","25.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-09",,,"23","30.02","29.88","32","4.03",,,,,,,,,,"0.00",,"   56","   35","   76","0.0","0.0",,"46","29",,,,"  180","  200",,,,,,"12.1","18.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-10",,,"27","29.87","29.72","38","5.14",,,,,,,,,,"0.00",,"   50","   28","   83","0.0","0.0",,"54","37",,,,"  280","  260",,,,,,"17.0","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-11",,,"25","29.94","29.80","39","5.14",,,,,,,,,,"0.00",,"   39","   26","   51","0.0","0.0",,"57","38",,,,"  190","  170",,,,,,"14.1","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-12",,,"27","29.95","29.78","42","7.61",,,,,,,,,,"0.00",,"   38","   27","   47","0.0","0.0",,"59","42",,,,"  230","  220",,,,,,"16.1","27.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-13",,,"23","30.10","29.97","28","6.71",,,,,,,,,,"0.23",,"   75","   47","   92","1.6","1.2",,"42","25",,,,"   10","   10",,,,,,"13.0","19.9",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-02-14",,,"2","30.16","30.01","16","8.72",,,,,,,,,,"0.00",,"   44","   32","  100","0.0","1.2",,"25","16",,,,"  300","  290",,,,,,"17.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-15",,,"3","30.60","30.46","19","4.92",,,,,,,,,,"0.00",,"   42","   28","  100","0.0","0.0",,"30","16",,,,"  230","  280",,,,,,"10.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-16",,,"25","30.59","30.44","34","5.82",,,,,,,,,,"0.00",,"   60","   39","   79","0.0","0.0",,"49","28",,,,"  220","  200",,,,,,"14.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-17",,,"45","30.05","29.88","51","7.38",,,,,,,,,,"0.31",,"   64","   44","   90","0.0","0.0",,"68","49",,,,"  230","  190",,,,,,"16.1","25.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-18",,,"27","29.75","29.54","38","9.62",,,,,,,,,,"0.33",,"   53","   28","   90","0.0","0.0",,"63","27",,,,"  300","  280",,,,,,"21.9","40.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-19",,,"10","30.03","29.86","25","8.28",,,,,,,,,,"0.00",,"   42","   26","   59","0.0","0.0",,"40","23",,,,"  290","  280",,,,,,"21.0","38.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-02-20",,,"7","30.38","30.24","23","7.61",,,,,,,,,,"0.00",,"   41","   26","   54","0.0","0.0",,"36","21",,,,"  310","  310",,,,,,"18.1","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-21",,,"24","30.33","30.18","34","4.47",,,,,,,,,,"0.00",,"   52","   29","   79","0.0","0.0",,"55","32",,,,"  220","  190",,,,,,"13.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-22",,,"44","30.18","30.03","46","6.04",,,,,,,,,,"0.26",,"   85","   66","   93","0.0","0.0",,"61","37",,,,"  160","  140",,,,,,"16.1","25.9",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-02-23",,,"40","30.01","29.82","48","8.28",,,,,,,,,,"0.00",,"   60","   31","   81","0.0","0.0",,"68","35",,,,"  270","  280",,,,,,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-24",,,"11","30.42","30.27","26","7.61",,,,,,,,,,"0.00",,"   43","   33","   56","0.0","0.0",,"35","29",,,,"   40","  290",,,,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-25",,,"25","30.13","29.98","30","8.28",,,,,,,,,,"0.74",,"   77","   46","   96","0.4","0.0",,"41","26",,,,"   60","  280",,,,,,"19.9","25.9",,,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00094728","2022-02-26",,,"12","30.35","30.20","24","7.16",,,,,,,,,,"0.00",,"   48","   40","   57","0.0","0.0",,"37","24",,,,"  300","  300",,,,,,"17.0","25.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-02-27",,,"16","30.00","29.88","30","9.62",,,,,,,,,,"0.00",,"   43","   25","   63","0.0","0.0",,"48","28",,,,"  240","  360",,,,,,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-02-28",,,"3","30.23","30.06","24","5.82",,,,,,,,,,"0.00",,"   30","   19","   54","0.0","0.0",,"36","26",,,,"  300","  300",,,,,,"15.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-01",,,"23","30.11","29.96","34","5.82",,,,,,,,,,"0.00",,"   52","   26","   71","0.0","0.0",,"48","31",,,,"  180","  200",,,,,,"14.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-02",,,"28","29.95","29.81","38","5.37",,,,,,,,,,"0.00",,"   51","   30","   68","0.0","0.0",,"52","40",,,,"  240","  250",,,,,,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-03",,,"14","30.07","29.91","30","9.62",,,,,,,,,,"0.03",,"   40","   22","   76","0.0","0.0",,"48","24",,,,"  300","  320",,,,,,"18.1","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-04",,,"5","30.48","30.33","23","5.37",,,,,,,,,,"0.00",,"   35","   25","   50","0.0","0.0",,"37","21",,,,"  240","  230",,,,,,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-05",,,"20","30.44","30.29","33","3.58",,,,,,,,,,"0.00",,"   46","   31","   66","0.0","0.0",,"46","32",,,,"  160","  130",,,,,,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-06",,,"48","30.01","29.91","52","5.37",,,,,,,,,,"0.06",,"   73","   61","   90","0.0","0.0",,"68","43",,,,"  230","  220",,,,,,"15.0","23.0",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-07",,,"50","29.72","29.59","58","7.38",,,,,,,,,,"0.03",,"   57","   38","   73","0.0","0.0",,"74","50",,,,"  280","  270",,,,,,"29.1","49.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-08",,,"18","30.05","29.91","34","9.17",,,,,,,,,,"0.00",,"   37","   27","   49","0.0","0.0",,"50","39",,,,"  310","  290",,,,,,"23.0","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-09",,,"29","30.03","29.87","34","5.82",,,,,,,,,,"0.56",,"   79","   36","   93","0.4","0.0",,"41","33",,,,"   80","   60",,,,,,"14.1","18.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-10",,,"29","30.14","29.99","36","1.79",,,,,,,,,,"0.00",,"   66","   38","   89","0.0","0.0",,"51","33",,,,"  140","   40",,,,,,"8.1","11.0",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-11",,,"28","30.02","29.91","39","4.47",,,,,,,,,,"0.00",,"   53","   27","   86","0.0","0.0",,"55","40",,,,"  140","  150",,,,,,"13.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-12",,,"27","29.48","29.30","33","9.84",,,,,,,,,,"0.50",,"   73","   40","   93","0.0","0.0",,"48","24",,,,"  310","  320",,,,,,"25.9","44.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-13",,,"9","30.14","30.01","23","8.95",,,,,,,,,,"0.00",,"   45","   33","   66","0.0","0.0",,"35","22",,,,"  280","  290",,,,,,"21.9","34.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-14",,,"24","30.34","30.19","37","5.59",,,,,,,,,,"0.00",,"   44","   29","   56","0.0","0.0",,"56","33",,,,"  220","  210",,,,,,"15.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-15",,,"31","30.19","30.04","45","4.92",,,,,,,,,,"0.00",,"   40","   23","   50","0.0","0.0",,"68","46",,,,"  280","  240",,,,,,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-16",,,"38","30.17","30.03","47","4.47",,,,,,,,,,"0.00",,"   54","   36","   80","0.0","0.0",,"67","48",,,,"  140","  160",,,,,,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-17",,,"48","30.00","29.86","48","5.59",,,,,,,,,,"0.08",,"   93","   83","   97","0.0","0.0",,"53","45",,,,"   60","   50",,,,,,"14.1","19.0",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-18",,,"49","29.98","29.83","53","4.92",,,,,,,,,,"0.00",,"   74","   40","   93","0.0","0.0",,"74","50",,,,"  150","  160",,,,,,"12.1","19.0",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-19",,,"52","29.79","29.67","55","2.68",,,,,,,,,,"0.05",,"   78","   57","   97","0.0","0.0",,"70","49",,,,"  290","  290",,,,,,"14.1","19.9",,,"    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-20",,,"38","29.81","29.63","46","8.05",,,,,,,,,,"0.00",,"   54","   47","   69","0.0","0.0",,"61","46",,,,"  300","  310",,,,,,"18.1","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-21",,,"24","30.04","29.89","41","8.05",,,,,,,,,,"0.00",,"   34","   19","   54","0.0","0.0",,"62","44",,,,"  310","  280",,,,,,"17.0","27.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-03-22",,,"11","30.15","30.01","37","7.38",,,,,,,,,,"0.00",,"   21","   11","   39","0.0","0.0",,"58","43",,,,"  310","  300",,,,,,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-23",,,"22","30.21","30.05","35","7.61",,,,,,,,,,"0.06",,"   47","   27","   93","0.0","0.0",,"49","38",,,,"   60","   50",,,,,,"16.1","21.9",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-24",,,"41","29.89","29.72","42","11.41",,,,,,,,,,"0.93",,"   93","   89","   96","0.0","0.0",,"47","38",,,,"   60","   60",,,,,,"21.9","31.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-25",,,"37","29.61","29.47","45","4.25",,,,,,,,,,"0.02",,"   61","   42","   93","0.0","0.0",,"60","44",,,,"  240","  240",,,,,,"18.1","30.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-26",,,"31","29.48","29.34","41","6.04",,,,,,,,,,"0.00",,"   52","   39","   66","0.0","0.0",,"53","42",,,,"  270","  290",,,,,,"14.1","23.0",,,,,"    1",,,,,,,,,,,,,,,,
"USW00094728","2022-03-27",,,"21","29.65","29.51","33","10.51",,,,,,,,,,"0.00",,"   49","   36","   68","0.0","0.0",,"46","28",,,,"  310","  310",,,,,,"21.0","35.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-28",,,"1","29.92","29.77","20","12.30",,,,,,,,,,"0.00",,"   33","   21","   44","0.0","0.0",,"33","23",,,,"  270","  300",,,,,,"23.0","35.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-29",,,"8","30.13","29.98","24","10.51",,,,,,,,,,"0.00",,"   38","   26","   50","0.0","0.0",,"38","24",,,,"  310","  300",,,,,,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-30",,,"14","30.15","30.00","31","4.70",,,,,,,,,,"0.00",,"   38","   21","   68","0.0","0.0",,"47","29",,,,"  160","  150",,,,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-03-31",,,"50","29.67","29.57","53","4.92",,,,,,,,,,"0.07",,"   77","   65","   93","0.0","0.0",,"66","45",,,,"  210","  200",,,,,,"14.1","27.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-04-01",,,"35","29.63","29.42","45","8.72",,,,,,,,,,"0.28",,"   57","   35","   93","0.0","0.0",,"61","43",,,,"  280","  290",,,,,,"21.9","34.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-02",,,"23","30.01","29.86","37","6.26",,,,,,,,,,"0.00",,"   44","   26","   66","0.0","0.0",,"54","38",,,,"  300","  300",,,,,,"19.9","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-03",,,"35","29.82","29.67","40","4.03",,,,,,,,,,"0.12",,"   69","   60","   83","0.0","0.0",,"48","40",,,,"  300","  290",,,,,,"14.1","23.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-04",,,"27","29.96","29.82","39","6.71",,,,,,,,,,"0.00",,"   47","   35","   65","0.0","0.0",,"54","39",,,,"  310","  310",,,,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-05",,,"32","30.02","29.87","42","3.36",,,,,,,,,,"0.04",,"   53","   30","   93","0.0","0.0",,"57","45",,,,"  150","  170",,,,,,"13.0","18.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-06",,,"45","29.83","29.68","47","10.74",,,,,,,,,,"0.45",,"   87","   77","   93","0.0","0.0",,"53","44",,,,"   80","   40",,,,,,"21.9","36.9",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-07",,,"46","29.72","29.52","48","7.38",,,,,,,,,,"1.12",,"   88","   77","   97","0.0","0.0",,"54","45",,,,"  120","  120",,,,,,"18.1","31.1",,,"    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094728","2022-04-08",,,"37","29.60","29.42","47","6.71",,,,,,,,,,"0.03",,"   53","   23","   97","0.0","0.0",,"65","49",,,,"  240","  230",,,,,,"15.0","23.9",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-09",,,"37","29.64","29.49","45","4.92",,,,,,,,,,"0.05",,"   62","   48","   80","0.0","0.0",,"55","47",,,,"  280","  220",,,,,,"17.0","28.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","2022-04-10",,,"26","29.80","29.65","38","9.62",,,,,,,,,,"0.00",,"   46","   37","   66","0.0","0.0",,"50","42",,,,"  300","  300",,,,,,"21.0","32.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-11",,,"28","30.07","29.92","41","4.92",,,,,,,,,,"0.00",,"   45","   25","   57","0.0","0.0",,"61","40",,,,"  300","  190",,,,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-12",,,"40","30.01","29.87","50","3.80",,,,,,,,,,"0.07",,"   50","   27","   80","0.0","0.0",,"72","50",,,,"  310","  300",,,,,,"12.1","18.1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-13",,,"48","29.97","29.85","55","3.80",,,,,,,,,,"0.00",,"   60","   41","   73","0.0","0.0",,"71","55",,,,"  170","  170",,,,,,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-14",,,"49","29.78","29.65","57","4.70",,,,,,,,,,"0.06",,"   56","   33","   81","0.0","0.0",,"79","57",,,,"  290","  320",,,,,,"16.1","25.9",,,,,"    1",,,,,"    1",,,,,,,,,,,
"USW00094728","2022-04-15",,,"26","30.07","29.93","45","5.82",,,,,,,,,,"0.00",,"   29","   13","   45","0.0","0.0",,"70","52",,,,"  190","  200",,,,,,"15.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-16",,,"36","29.91","29.77","48","6.26",,,,,,,,,,"0.20",,"   48","   27","   89","0.0","0.0",,"73","44",,,,"  350","  220",,,,,,"14.1","25.9",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-17",,,"23","30.14","29.96","37","6.93",,,,,,,,,,"0.00",,"   43","   25","   79","0.0","0.0",,"51","41",,,,"  300","  320",,,,,,"18.1","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-18",,,"27","30.21","30.12","38","7.61",,,,,,,,,,"0.85",,"   53","   31","   93","0.0","0.0",,"54","39",,,,"   70","   70",,,,,,"21.0","32.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-19",,,"32","29.75","29.57","39","10.51",,,,,,,,,,"1.24",,"   63","   39","   97","0.0","0.0",,"50","39",,,,"   60","   50",,,,,,"25.1","36.9",,,"    1",,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-20",,,"25","30.31","30.12","40","6.26",,,,,,,,,,"0.00",,"   40","   21","   66","0.0","0.0",,"60","42",,,,"  300","  300",,,,,,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-21",,,"37","30.41","30.28","45","6.04",,,,,,,,,,"0.00",,"   58","   33","   86","0.0","0.0",,"59","44",,,,"  180","  140",,,,,,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","2022-04-22",,,"31","30.35","30.19","48","6.26",,,,,,,,,,"0.00",,"   36","   15","   67","0.0","0.0",,"70","53",,,,"  300","  320",,,,,,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,
